sample_barcode	journal	lib_id	library_plate	sample_seq_id	seq_id	R1	R2
LIB-MP023-C3	MP023	LIB-MP023-C3	LIB00010	LIB00010-MP023-C3_1	LIB00010-MP023-MJ363_C3	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_C3/sample_S272_L002_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_C3/sample_S272_L002_R2_001.fastq.gz
PaPr00000085MP	MP023	LIB-MP023-C6	LIB00010	LIB00010-MP023-C6_1	LIB00010-MP023-MJ363_C6	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_C6/sample_S275_L002_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_C6/sample_S275_L002_R2_001.fastq.gz
PaPr00000182MP	MP023	LIB-MP023-C8	LIB00010	LIB00010-MP023-C8_1	LIB00010-MP023-MJ363_C8	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_C8/sample_S277_L002_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_C8/sample_S277_L002_R2_001.fastq.gz
LIB-MP023-D12	MP023	LIB-MP023-D12	LIB00010	LIB00010-MP023-D12_1	LIB00010-MP023-MJ363_D12	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_D12/sample_S293_L002_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_D12/sample_S293_L002_R2_001.fastq.gz
PaPr00000245MP	MP023	LIB-MP023-D2	LIB00010	LIB00010-MP023-D2_1	LIB00010-MP023-MJ363_D2	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_D2/sample_S283_L002_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_D2/sample_S283_L002_R2_001.fastq.gz
PaPr00000192MP	MP023	LIB-MP023-D7	LIB00010	LIB00010-MP023-D7_1	LIB00010-MP023-MJ363_D7	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_D7/sample_S288_L002_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_D7/sample_S288_L002_R2_001.fastq.gz
PaPr00000231MP	MP023	LIB-MP023-E9	LIB00010	LIB00010-MP023-E9_1	LIB00010-MP023-MJ363_E9	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_E9/sample_S302_L002_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_E9/sample_S302_L002_R2_001.fastq.gz
LIB-MP023-F10	MP023	LIB-MP023-F10	LIB00010	LIB00010-MP023-F10_1	LIB00010-MP023-MJ363_F10	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_F10/sample_S315_L002_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_F10/sample_S315_L002_R2_001.fastq.gz
LIB-MP023-F3	MP023	LIB-MP023-F3	LIB00010	LIB00010-MP023-F3_1	LIB00010-MP023-MJ363_F3	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_F3/sample_S308_L002_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_F3/sample_S308_L002_R2_001.fastq.gz
PaPr00000074MP	MP023	LIB-MP023-G8	LIB00010	LIB00010-MP023-G8_1	LIB00010-MP023-MJ363_G8	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_G8/sample_S325_L002_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_G8/sample_S325_L002_R2_001.fastq.gz
PaPr00000172MP	MP024	LIB-MP024-F8	LIB00011	LIB00011-MP024-F8_1	LIB00011-MP024-MJ363_F8	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00011-MP024-MJ363_F8/sample_S143_L001_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00011-MP024-MJ363_F8/sample_S143_L001_R2_001.fastq.gz
LIB-MP024-C3	MP024	LIB-MP024-C3	LIB00011	LIB00011-MP024-C3_1	LIB00011-MP024-MJ363_C3	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00011-MP024-MJ363_C3/sample_S114_L001_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00011-MP024-MJ363_C3/sample_S114_L001_R2_001.fastq.gz
LIB-MP024-D7	MP024	LIB-MP024-D7	LIB00011	LIB00011-MP024-D7_1	LIB00011-MP024-MJ363_D7	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00011-MP024-MJ363_D7/sample_S126_L001_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00011-MP024-MJ363_D7/sample_S126_L001_R2_001.fastq.gz
LIB-MP024-F3	MP024	LIB-MP024-F3	LIB00011	LIB00011-MP024-F3_1	LIB00011-MP024-MJ363_F3	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00011-MP024-MJ363_F3/sample_S138_L001_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00011-MP024-MJ363_F3/sample_S138_L001_R2_001.fastq.gz
PaPr00000162MP	MP024	LIB-MP024-G5	LIB00011	LIB00011-MP024-G5_1	LIB00011-MP024-MJ363_G5	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00011-MP024-MJ363_G5/sample_S148_L001_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00011-MP024-MJ363_G5/sample_S148_L001_R2_001.fastq.gz
PaPr00000107MP	MP024	LIB-MP024-H6	LIB00011	LIB00011-MP024-H6_1	LIB00011-MP024-MJ363_H6	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00011-MP024-MJ363_H6/sample_S157_L001_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00011-MP024-MJ363_H6/sample_S157_L001_R2_001.fastq.gz
LIB-MP007-E12	MP007	LIB-MP007-E12	LIB00001	LIB00001-MP007-E12_1	LIB00001-MP001-E12	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-1/LIB00001-MP001-E12/sample_S268_L002_R1_001.fastq.gz	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-1/LIB00001-MP001-E12/sample_S268_L002_R2_001.fastq.gz
LIB-MP008-E12	MP008	LIB-MP008-E12	LIB00002	LIB00002-MP008-E12_1	LIB00002-MP002-E12	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-2/LIB00002-MP002-E12/sample_S438_L003_R1_001.fastq.gz	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-2/LIB00002-MP002-E12/sample_S438_L003_R2_001.fastq.gz
LIB-MP009-E12	MP009	LIB-MP009-E12	LIB00003	LIB00003-MP009-E12_1	LIB00003-MP003-E12	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-1/LIB00003-MP003-E12/sample_S296_L002_R1_001.fastq.gz	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-1/LIB00003-MP003-E12/sample_S296_L002_R2_001.fastq.gz
LIB-MP011-E12	MP011	LIB-MP011-E12	LIB00005	LIB00005-MP011-E12_1	LIB00005-MP005-E12	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-3/LIB00005-MP005-E12/sample_S587_L004_R1_001.fastq.gz	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-3/LIB00005-MP005-E12/sample_S587_L004_R2_001.fastq.gz
LIB-MP012-E12	MP012	LIB-MP012-E12	LIB00006	LIB00006-MP012-E12_1	LIB00006-MP006-E12	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-3/LIB00006-MP006-E12/sample_S660_L004_R1_001.fastq.gz	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-3/LIB00006-MP006-E12/sample_S660_L004_R2_001.fastq.gz
LIB-MP022-E12	MP022	LIB-MP022-E12	LIB00009	LIB00009-MP022-E12_1	LIB00009-MP022-MJ363_E12	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00009-MP022-MJ363_E12/sample_S60_L001_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00009-MP022-MJ363_E12/sample_S60_L001_R2_001.fastq.gz
LIB-MP023-E12	MP023	LIB-MP023-E12	LIB00010	LIB00010-MP023-E12_1	LIB00010-MP023-MJ363_E12	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_E12/sample_S305_L002_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_E12/sample_S305_L002_R2_001.fastq.gz
LIB-MP024-H8	MP024	LIB-MP024-H8	LIB00011	LIB00011-MP024-H8_1	LIB00011-MP024-MJ363_H8	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00011-MP024-MJ363_H8/sample_S159_L001_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00011-MP024-MJ363_H8/sample_S159_L001_R2_001.fastq.gz
LIB-MP007-F12	MP007	LIB-MP007-F12	LIB00001	LIB00001-MP007-F12_1	LIB00001-MP001-F12	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-1/LIB00001-MP001-F12/sample_S269_L002_R1_001.fastq.gz	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-1/LIB00001-MP001-F12/sample_S269_L002_R2_001.fastq.gz
LIB-MP008-F12	MP008	LIB-MP008-F12	LIB00002	LIB00002-MP008-F12_1	LIB00002-MP002-F12	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-2/LIB00002-MP002-F12/sample_S439_L003_R1_001.fastq.gz	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-2/LIB00002-MP002-F12/sample_S439_L003_R2_001.fastq.gz
LIB-MP009-F12	MP009	LIB-MP009-F12	LIB00003	LIB00003-MP009-F12_1	LIB00003-MP003-F12	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-1/LIB00003-MP003-F12/sample_S297_L002_R1_001.fastq.gz	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-1/LIB00003-MP003-F12/sample_S297_L002_R2_001.fastq.gz
LIB-MP010-F12	MP010	LIB-MP010-F12	LIB00004	LIB00004-MP010-F12_1	LIB00004-MP004-F12	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-2/LIB00004-MP004-F12/sample_S505_L003_R1_001.fastq.gz	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-2/LIB00004-MP004-F12/sample_S505_L003_R2_001.fastq.gz
LIB-MP011-F12	MP011	LIB-MP011-F12	LIB00005	LIB00005-MP011-F12_1	LIB00005-MP005-F12	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-3/LIB00005-MP005-F12/sample_S588_L004_R1_001.fastq.gz	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-3/LIB00005-MP005-F12/sample_S588_L004_R2_001.fastq.gz
LIB-MP012-F12	MP012	LIB-MP012-F12	LIB00006	LIB00006-MP012-F12_1	LIB00006-MP006-F12	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-3/LIB00006-MP006-F12/sample_S661_L004_R1_001.fastq.gz	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-3/LIB00006-MP006-F12/sample_S661_L004_R2_001.fastq.gz
LIB-MP022-F12	MP022	LIB-MP022-F12	LIB00009	LIB00009-MP022-F12_1	LIB00009-MP022-MJ363_F12	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00009-MP022-MJ363_F12/sample_S72_L001_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00009-MP022-MJ363_F12/sample_S72_L001_R2_001.fastq.gz
LIB-MP023-F12	MP023	LIB-MP023-F12	LIB00010	LIB00010-MP023-F12_1	LIB00010-MP023-MJ363_F12	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_F12/sample_S317_L002_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-2/LIB00010-MP023-MJ363_F12/sample_S317_L002_R2_001.fastq.gz
LIB-MP024-A9	MP024	LIB-MP024-A9	LIB00011	LIB00011-MP024-A9_1	LIB00011-MP024-MJ363_A9	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00011-MP024-MJ363_A9/sample_S103_L001_R1_001.fastq.gz	data/micropouch/230216_A00595_0227_BH777CDSX5_micropouch/230216_A00595_0227_BH777CDSX5_micropouch/micropouch/Seq-MJ363-Pool-1/LIB00011-MP024-MJ363_A9/sample_S103_L001_R2_001.fastq.gz
LIB-MP013-C3	MP013	LIB-MP013-C3	LIB00007	LIB00007-MP013-C3_1	LIB00007-MP014-C3	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-1/LIB00007-MP014-C3/sample_S308_L002_R1_001.fastq.gz	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-1/LIB00007-MP014-C3/sample_S308_L002_R2_001.fastq.gz
LIB-MP013-F3	MP013	LIB-MP013-F3	LIB00007	LIB00007-MP013-F3_1	LIB00007-MP014-F3	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-1/LIB00007-MP014-F3/sample_S311_L002_R1_001.fastq.gz	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-1/LIB00007-MP014-F3/sample_S311_L002_R2_001.fastq.gz
LIB-MP013-E12	MP013	LIB-MP013-E12	LIB00007	LIB00007-MP013-E12_1	LIB00007-MP014-E12	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-1/LIB00007-MP014-E12/sample_S354_L002_R1_001.fastq.gz	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-1/LIB00007-MP014-E12/sample_S354_L002_R2_001.fastq.gz
LIB-MP013-F12	MP013	LIB-MP013-F12	LIB00007	LIB00007-MP013-F12_1	LIB00007-MP014-F12	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-1/LIB00007-MP014-F12/sample_S355_L002_R1_001.fastq.gz	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-1/LIB00007-MP014-F12/sample_S355_L002_R2_001.fastq.gz
LIB-MP014-C3	MP014	LIB-MP014-C3	LIB00008	LIB00008-MP014-C3_1	LIB00008-MP014-C3	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-2/LIB00008-MP014-C3/sample_S516_L003_R1_001.fastq.gz	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-2/LIB00008-MP014-C3/sample_S516_L003_R2_001.fastq.gz
LIB-MP014-F3	MP014	LIB-MP014-F3	LIB00008	LIB00008-MP014-F3_1	LIB00008-MP014-F3	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-2/LIB00008-MP014-F3/sample_S519_L003_R1_001.fastq.gz	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-2/LIB00008-MP014-F3/sample_S519_L003_R2_001.fastq.gz
LIB-MP014-E12	MP014	LIB-MP014-E12	LIB00008	LIB00008-MP014-E12_1	LIB00008-MP014-E12	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-3/LIB00008-MP014-E12/sample_S694_L004_R1_001.fastq.gz	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-3/LIB00008-MP014-E12/sample_S694_L004_R2_001.fastq.gz
LIB-MP014-F12	MP014	LIB-MP014-F12	LIB00008	LIB00008-MP014-F12_1	LIB00008-MP014-F12	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-3/LIB00008-MP014-F12/sample_S695_L004_R1_001.fastq.gz	data/micropouch/AAU_metagenome/AAU_metagenome/fastq/Seq-MP015-Pool-3/LIB00008-MP014-F12/sample_S695_L004_R2_001.fastq.gz
